2,0.000682368835438287
8,0.0225611698369269
10,1
11,0.0243752176687538
15,0.80793371142966
17,0.185343018630774
19,1
21,0.502707845296148
24,0.175082243414425
25,0.921489955343293
27,0.0208007958699924
29,0.631883580630412
33,0.898342320865365
34,2.22044604925031e-16
36,0.0586012402781128
37,0.0912135635488235
38,0.664689346270817
40,0.559434922236361
41,0.00788558076382758
42,0.137749633549323
43,0.0405069308434633
44,0.160359497044176
47,0.401604485600926
52,0.123978738913155
56,0.0190181543523287
57,0.919186363770567
59,0.557073380987783
61,0.070248166822865
62,0.58657158333798
63,0.897459593184271
64,4.82328780217009e-09
66,2.22044604925031e-16
72,0.493965271168537
77,0.0777931000943654
79,0.0406885416068235
84,0.00242703697521678
85,1
89,2.22044604925031e-16
91,1
99,0.464666591248121
100,0.279449289642298
105,0.844731418347819
108,1
110,0.395729868642886
115,0.88758608796835
116,0.603551927424981
117,0.372577633685451
118,0.84988143549583
124,0.000728958623523553
125,0.766516274839211
126,0.571830512662224
127,0.0455978353464134
128,0.759858835601337
136,0.0318662486338522
137,0.279377295049115
139,0.678040808504817
145,2.22044604925031e-16
147,0.37175999908883
153,0.856067565145734
154,0.8957624145673
158,0.00872037879770522
163,1
165,0.314939097583876
168,1
169,0.916786690869387
177,0.862667181028591
179,0.920994297014999
181,0.365541326612651
183,0.199763530976048
184,0.394546404308447
185,1
187,0.666595592497988
188,0.366768459702985
191,0.333690076367754
194,0.0539629091635313
197,0.160382257971042
202,0.136232623685855
203,0.512372411410798
205,0.136653569022063
206,1
207,0.842162949464072
210,0.0668195744831753
211,1
213,0.00760501555943133
215,0.463892563303092
217,0.0162567780816634
218,0.00596952623133993
220,0.184431106889032
224,0.140019847859284
225,0.641954924712395
229,0.624273817525621
232,0.039859889893009
236,0.155944343774577
237,0.0545757855449446
238,1
243,0.601395453805176
246,0.728724288132899
253,0.259034652484119
259,0.471266664582672
260,1
263,0.396419995516774
271,0.0303811653162535
273,0.0743742411150791
274,0.916103429279319
276,0.1881983357563
283,0.885839823483406
287,0.0978387129815588
289,0.0503780844060466
290,0.190349457329627
291,0.00262443488312077
292,1
296,0.00467608280113207
